Booking: Account,Booking Event: Name,Event Date,Start Time 12 Hour,End Time 12 Hour,Event Classification,Blended Food Revenue,Blended Beverage Revenue,Blended Revenue Total,Function Room,Function Room Setup,Expected,Guaranteed,Set,Booking: Catering Manager
MLR Weddings 2022,Dinner Buffet,3/5/2022,3:30 PM,5:00 PM,Dinner Buffet,1470,0,1837.5,Waterside Cove Lounge,See Diagram,,30,30,Caitlin Bracewell
MLR Weddings 2022,Wedding Reception,3/5/2022,3:00 PM,7:00 PM,Reception - Light,480,960,1976.4,Waterside Cove Lounge,See Diagram,,30,30,Caitlin Bracewell
Sam Houston State University,General Session Plan,3/4/2022,9:00 AM,4:00 PM,General Session Plan,0,0,1612.5,Waterside Cove Lounge,Crescent Rounds,30,30,,Jennifer Perkins
Sam Houston State University,Break Plan PM,3/4/2022,1:00 PM,2:00 PM,Break Plan PM,450,0,562.5,Waterside Cove Lounge,Existing,30,30,,Jennifer Perkins
Sam Houston State University,Break Plan AM,3/4/2022,8:45 AM,10:30 AM,Break Plan AM,450,0,562.5,Waterside Cove Lounge,Existing,30,30,,Jennifer Perkins
Sam Houston State University,Reception,3/4/2022,4:30 PM,6:00 PM,Reception - Cocktail,0,307,733.75,Waterside Cove Lounge,Existing,40,40,,Jennifer Perkins
Sam Houston State University,Reception,3/4/2022,4:30 PM,6:00 PM,Reception - Light,2000,0,2500,Waterside Cove Lounge,Cocktail,40,40,,Jennifer Perkins
Sam Houston State University,Breakfast Plan,3/4/2022,8:00 AM,10:00 AM,Breakfast Plan,0,0,0,Waterside Cove Lounge,Existing,30,30,,Jennifer Perkins
MLR Wedding Room Block and Ancillary Events 2022,Post Wedding Brunch,1/21/2022,11:00 AM,1:00 PM,Brunch,1520,0,2086,Waterside Cove Lounge,Rounds of 10,,,50,Caitlin Bracewell
MLR 2022 Family Reunions,Games/Gathering,6/24/2022,2:00 PM,1:00 AM,Hospitality,300,70,462.5,Waterside Cove Lounge,Rounds of 10,60,60,,Theresa Mentzer
MLR 2022 Family Reunions,Game Night,6/24/2022,7:00 PM,1:00 AM,Hospitality,150,0,187.5,Waterside Cove Lounge,Rounds of 10,60,,60,Theresa Mentzer
MLR 2022 Family Reunions,Games/Gathering,6/25/2022,8:00 AM,11:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,Rounds of 10,60,60,,Theresa Mentzer
MLR 2022 Family Reunions,Game Night,6/25/2022,8:00 PM,1:00 AM,Hospitality,0,0,0,Waterside Cove Lounge,Rounds of 10,60,60,,Theresa Mentzer
MLR 2022 Family Reunions,Games/Gathering,6/26/2022,8:00 AM,11:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,,60,60,,Theresa Mentzer
MLR 2022 Family Reunions,Games/Gathering,6/26/2022,8:00 PM,11:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,Rounds of 10,60,60,,Theresa Mentzer
MLR 2022 Family Reunions,Teardown,6/27/2022,7:00 AM,10:00 AM,Teardown,0,0,0,Waterside Cove Lounge,Rounds of 10,60,,,Theresa Mentzer
Cognite,Team Building,2/23/2022,4:00 PM,5:00 PM,Team Building,0,0,2625,Waterside Cove Lounge,6ft Tables Perimeter,51,50,,Peggy Bennett
Cognite,Weather Backup,2/23/2022,4:00 PM,5:00 PM,Backup,0,0,0,Waterside Cove Lounge,Empty,,,,Peggy Bennett
MLR Wedding Room Block and Ancillary Events 2022,Dinner Buffet,10/7/2022,6:00 PM,8:00 PM,Dinner Buffet,2401,0,3001.25,Waterside Cove Lounge,Existing,,,50,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal Dinner,10/7/2022,5:30 PM,9:00 PM,Reception - Light,588,150,996,Waterside Cove Lounge,Rounds of 10,,,50,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2023,Rehearsal Dinner,1/26/2023,6:00 PM,9:30 PM,Reception - Light,1540,716,3045,Waterside Cove Lounge,Rounds of 10,,55,60,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2023,Dinner Buffet,1/26/2023,6:30 PM,8:00 PM,Dinner Buffet,2695,0,3368.75,Waterside Cove Lounge,Existing,,55,60,Caitlin Bracewell
MLR Weddings 2022,Wedding Reception,4/2/2022,12:00 PM,4:00 PM,Reception - Light,0,0,187.5,Waterside Cove Lounge,Rounds of 10,,47,60,Caitlin Bracewell
MLR Weddings 2022,Brunch,4/2/2022,1:15 PM,2:45 PM,Brunch,2627,1200,4771,Waterside Cove Lounge,Rounds of 10,,47,60,Caitlin Bracewell
Society of Petrophysicists and Well Log Analysts,Partners/Spouse Hospitality Lounge,6/12/2023,7:00 AM,7:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,Existing,50,,,Theresa Mentzer
Society of Petrophysicists and Well Log Analysts,Partners/Spouse Hospitality Lounge,6/13/2023,7:00 AM,7:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,Existing,50,,,Theresa Mentzer
Society of Petrophysicists and Well Log Analysts,Partners/Spouse Hospitality Lounge,6/14/2023,7:00 AM,7:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,Existing,50,,,Theresa Mentzer
Texas Ambulatory Surgery Center Society,PAC Reception,8/23/2022,6:30 PM,7:30 PM,Reception - Full,540,330,1162.5,Waterside Cove Lounge,Cocktail,20,20,,Theresa Mentzer
MLR Weddings 2022,Setup,4/14/2022,3:00 PM,11:59 PM,Setup,0,0,0,Waterside Cove Lounge,Rounds of 12,,,50,Caitlin Bracewell
MLR Weddings 2022,Wedding Reception,4/15/2022,6:00 PM,10:00 PM,Reception - Light,0,900,1303.5,Waterside Cove Lounge,Rounds of 12,,50,50,Caitlin Bracewell
MLR Weddings 2022,Dinner Plated,4/15/2022,7:00 PM,8:00 PM,Dinner Plated,1880,0,2331.2,Waterside Cove Lounge,Existing,,50,50,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Dinner Buffet,9/8/2022,7:00 PM,8:30 PM,Dinner Buffet,1764,0,2205,Waterside Cove Lounge,Rounds of 10,,36,40,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal Dinner,9/8/2022,6:30 PM,9:30 PM,Reception - Cocktail,0,1806,2239.44,Waterside Cove Lounge,Rounds of 10,,36,40,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal Dinner,4/21/2022,6:00 PM,9:00 PM,Dinner Buffet,2275,1513,4885,Waterside Cove Lounge,Rounds,,45,50,Caitlin Bracewell
Federation of State and Provincial Professional Fire Fighters,Reception - Cocktail,5/2/2023,6:00 PM,8:00 PM,Reception - Cocktail,0,0,0,Waterside Cove Lounge,Existing,100,,,Theresa Mentzer
National Automobile Dealer Assocation 20 Group - Maritz Travel Company,Dinner Plated,3/19/2023,6:30 PM,7:30 PM,Dinner Plated,750,0,750,Waterside Cove Lounge,Rounds,45,,,Jennifer Perkins
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal Dinner,11/4/2022,7:00 PM,10:00 PM,Reception - Light,0,3048,3779.52,Waterside Cove Lounge,Rounds of 10,,,,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Dinner Buffet,11/4/2022,7:30 PM,9:00 PM,Dinner Buffet,3332,0,4165,Waterside Cove Lounge,Rounds of 10,,,,Caitlin Bracewell
MLR Social Events 2022-2023,Setup,5/7/2022,3:00 PM,5:00 PM,Setup,0,0,0,Waterside Cove Lounge,See Diagram,,,,Desiree Tapping
MLR Social Events 2022-2023,Reception,5/7/2022,5:00 PM,7:00 PM,Reception - Light,2175,1245,4275,Waterside Cove Lounge,Flow,30,25,,Desiree Tapping
MLR Wedding Room Block and Ancillary Events 2023,Rehearsal Dinner,5/4/2023,6:00 PM,9:00 PM,Reception - Cocktail,2000,1000,3000,Waterside Cove Lounge,Rounds of 10,,,50,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2023,Dinner Plated,5/4/2023,6:30 PM,8:00 PM,Dinner Plated,0,0,0,Waterside Cove Lounge,Existing,,,50,Caitlin Bracewell
Rudder Cup,Dinner Plated,9/25/2022,7:00 PM,12:00 AM,Dinner Plated,2253,2438,6113.75,Waterside Cove Lounge,Rounds of 8,24,24,,Jennifer Perkins
MLR Wedding Room Block and Ancillary Events 2023,Dinner Buffet,3/24/2023,5:30 PM,8:30 PM,Reception - Full,2000,1000,3000,Waterside Cove Lounge,Rounds of 10,,,50,Caitlin Bracewell
Allied Universal,Dinner Buffet,5/17/2022,6:30 PM,8:30 PM,Dinner Buffet,1575,0,1968.75,Waterside Cove Lounge,Rounds of 8,15,15,,Jennifer Perkins
Allied Universal,Brunch,5/18/2022,10:00 AM,12:00 PM,Brunch,585,0,731.25,Waterside Cove Lounge,Rounds of 8,15,15,,Jennifer Perkins
MLR Social Events 2022-2023,Anniversary Party,6/4/2022,7:00 PM,10:00 PM,Reception - Light,630,1183,2416.25,Waterside Cove Lounge,Hollow Square,,21,21,Caitlin Bracewell
MLR Social Events 2022-2023,Dinner Plated,6/4/2022,8:00 PM,8:45 PM,Dinner Plated,840,0,1041.6,Waterside Cove Lounge,Existing,,21,21,Caitlin Bracewell
Entrepreneurial Women Presidents,Dinner Plated,2/6/2023,7:30 PM,9:30 PM,Dinner Plated,844,292,1420,Waterside Cove Lounge,Conference,16,14,,Kenna Feuge
MLR In-House 2022,Out of Order,6/1/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/2/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/3/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/5/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/6/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/7/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/8/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/10/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/11/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/12/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/13/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/14/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/15/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/16/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/18/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/20/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/28/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/29/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,6/30/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/1/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/2/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/3/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/4/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/5/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/6/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/7/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/11/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/12/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/13/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/14/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/15/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/16/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/17/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/18/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/19/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/20/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/22/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/23/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/24/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/25/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/26/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/27/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/28/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/29/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/30/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
MLR In-House 2022,Out of Order,7/31/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,Waterside Cove Lounge,,,,,
Vector Controls and Automation Group,Dinner Plated,12/8/2022,6:30 PM,9:00 PM,Dinner Plated,1315,516,2438.75,Waterside Cove Lounge,Rounds of 6,16,16,,Jennifer Perkins
Boskalis USA,Margarita Mixology,9/20/2022,6:00 PM,7:00 PM,Team Building,0,450,812.5,Waterside Cove Lounge,See Diagram,10,10,,Peggy Bennett
MLR Wedding Room Block and Ancillary Events 2023,Welcome Reception,4/28/2023,7:00 PM,8:30 PM,Reception - Cocktail,3000,1000,4000,Waterside Cove Lounge,Cocktail,,,100,Caitlin Bracewell
MLR Social Events 2022-2023,Wedding Shower,8/20/2022,6:00 PM,10:00 PM,Reception - Light,1470,1001,3374.75,Waterside Cove Lounge,Cocktail,,50,50,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2023,Rehearsal Dinner,4/14/2023,6:00 PM,8:00 PM,Dinner Buffet,1380,620.1,2000.1,Waterside Cove Lounge,Rounds,,,30,Caitlin Bracewell
Southwest Society of Periodontists,Reception - Cocktail,7/29/2023,3:00 PM,4:00 PM,Reception - Cocktail,1000,1000,2000,Waterside Cove Lounge,Cocktail,40,,,Theresa Mentzer
MLR Wedding Room Block and Ancillary Events 2023,Brunch,4/2/2023,10:00 AM,1:00 PM,Brunch,3000.4,0,3000.4,Waterside Cove Lounge,Rounds of 10,,,65,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal Dinner,9/23/2022,6:00 PM,9:00 PM,Reception - Light,1064,1610,3341,Waterside Cove Lounge,Rounds of 8,,38,40,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Dinner Buffet,9/23/2022,6:45 PM,7:45 PM,Dinner Buffet,2318,0,2897.5,Waterside Cove Lounge,Existing,,38,40,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2023,Rehearsal Dinner,1/5/2023,6:00 PM,10:00 PM,Reception - Light,720,2040,3429.6,Waterside Cove Lounge,Rounds of 10,,45,50,
MLR Wedding Room Block and Ancillary Events 2023,Dinner Buffet,1/5/2023,7:00 PM,8:30 PM,Dinner Buffet,2205,0,2756.25,Waterside Cove Lounge,Existing,,45,50,
Muslim American Society San Antonio Chapter,Hospitality Room,11/24/2022,6:00 PM,9:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,Rounds of 10,60,60,,Peggy Bennett
Muslim American Society San Antonio Chapter,Hospitality Room,11/24/2022,11:00 AM,11:45 PM,Hospitality,0,0,0,Waterside Cove Lounge,Rounds of 10,60,,,Peggy Bennett
Muslim American Society San Antonio Chapter,Hospitality Room for Dining,11/25/2022,7:00 AM,11:45 PM,Hospitality,0,0,0,Waterside Cove Lounge,Rounds of 10,60,60,,Peggy Bennett
Muslim American Society San Antonio Chapter,Hospitality Room for Dining,11/25/2022,1:00 PM,3:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,Rounds of 10,60,60,,Peggy Bennett
Muslim American Society San Antonio Chapter,Hospitality Room for Dining,11/25/2022,12:00 AM,11:45 PM,Hospitality,0,0,0,Waterside Cove Lounge,Rounds of 10,60,60,,Peggy Bennett
Muslim American Society San Antonio Chapter,Hospitality Room for Dining,11/26/2022,12:00 AM,11:45 PM,Hospitality,0,0,0,Waterside Cove Lounge,Rounds of 10,,,,Peggy Bennett
Muslim American Society San Antonio Chapter,Hospitality Room for Dining,11/26/2022,6:30 PM,8:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,Rounds of 10,60,60,,Peggy Bennett
Muslim American Society San Antonio Chapter,Hospitality Room for Dining,11/26/2022,12:00 AM,11:45 PM,Hospitality,0,0,0,Waterside Cove Lounge,Existing,,60,,Peggy Bennett
Muslim American Society San Antonio Chapter,Hospitality Room for Dining,11/27/2022,7:30 AM,2:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,Existing,,,,Peggy Bennett
Westchase District,Dinner Plated,10/5/2022,7:00 PM,10:00 PM,Dinner Plated,856,804,2225,Waterside Cove Lounge,Hollow Square,19,16,,Jennifer Perkins
Westchase District,Reception - Light,10/5/2022,6:00 PM,7:00 PM,Reception - Light,544,0,830,Waterside Cove Lounge,Hollow Square,19,16,,Jennifer Perkins
Rogue Waste Recovery,Dinner Buffet,12/10/2022,7:00 PM,11:00 PM,Dinner Buffet,1911,2340,4878.75,Waterside Cove Lounge,Rounds of 10,50,39,,Jennifer Perkins
Rogue Waste Recovery,Setup,12/10/2022,5:00 PM,7:00 PM,Setup,0,0,0,Waterside Cove Lounge,Rounds of 10,50,39,,Jennifer Perkins
MLR In House 2022,PS WSCL Day 2,9/14/2022,7:15 PM,8:30 PM,Out Of Order,0,0,0,Waterside Cove Lounge,See Diagram,40,40,40,Desiree Tapping
MLR Social Events 2020-2021,Birthday Dinner,7/23/2021,6:00 PM,9:00 PM,Reception - Full,1120,600,2275,Waterside Cove Lounge,See Diagram,30,30,,Kenna Feuge
MLR Social Events 2020-2021,Client Setup,7/23/2021,4:00 PM,6:00 PM,Setup,0,0,0,Waterside Cove Lounge,See Diagram,30,30,,Kenna Feuge
MLR Social Events 2020-2021,MLR Setup,7/23/2021,2:00 PM,4:00 PM,Setup,0,0,0,Waterside Cove Lounge,See Diagram,30,30,,Kenna Feuge
MLR Wedding Room Block and Ancillary Events 2021,Dinner Buffet,11/25/2021,6:30 PM,8:00 PM,Dinner Buffet,2150,0,2687.5,Waterside Cove Lounge,Rounds of 10,,41,40,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Rehearsal Dinner,11/25/2021,6:00 PM,10:00 PM,Reception - Light,0,0,150,Waterside Cove Lounge,Rounds of 10,,41,40,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Dinner Plated,12/31/2021,7:30 PM,8:30 PM,Dinner Plated,1980,0,2475,Waterside Cove Lounge,Existing,,35,35,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Rehearsal Dinner,12/31/2021,7:00 PM,12:15 AM,Reception - Light,360,1402,2574.5,Waterside Cove Lounge,See Diagram,,35,35,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Dinner Plated,12/22/2021,7:30 PM,9:00 PM,Dinner Plated,2000,0,2500,Waterside Cove Lounge,Rounds of 10,,50,60,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Rehearsal Dinner,12/22/2021,7:00 PM,11:00 PM,Reception - Light,800,312,1651,Waterside Cove Lounge,Rounds of 10,,50,60,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Bridal Lunch,4/30/2021,12:00 PM,3:00 PM,Reception - Light,0,0,0,Waterside Cove Lounge,Rounds of 10,,30,30,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Lunch Buffet,4/30/2021,12:30 PM,2:00 PM,Lunch Buffet,1680,0,2100,Waterside Cove Lounge,Existing,,30,30,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Welcome Reception,10/29/2021,6:00 PM,9:00 PM,Reception - Full,5720,4000,12885,Waterside Cove Lounge,Cocktail,,100,100,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Dinner Buffet,8/6/2021,7:30 PM,9:00 PM,Dinner Buffet,2597,0,3246.25,Waterside Cove Lounge,Existing,,53,55,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Rehearsal Dinner,8/6/2021,7:00 PM,10:00 PM,Reception - Cocktail,1484,1840,4324.1,Waterside Cove Lounge,Rounds,,53,55,Caitlin Bracewell
MLR Tastings,Menu Tasting,6/14/2021,4:30 PM,7:30 PM,Tasting,357,0,446.25,Waterside Cove Lounge,Existing,8,8,,
MLR Weddings 2021,Rehearsal Dinner,11/13/2021,6:30 PM,9:30 PM,Dinner Buffet,720,1981,3501.25,Waterside Cove Lounge,Rounds,,30,30,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Dinner Buffet,12/17/2021,7:30 PM,9:00 PM,Dinner Buffet,2450,0,3062.5,Waterside Cove Lounge,Existing,,50,50,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Rehearsal Dinner,12/17/2021,7:00 PM,10:00 PM,Reception - Cocktail,0,1662,2263.5,Waterside Cove Lounge,Rounds,,50,50,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Dinner Plated,12/30/2021,6:30 PM,7:30 PM,Dinner Plated,2120,0,2650,Waterside Cove Lounge,Existing,,53,53,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Rehearsal Dinner,12/30/2021,6:00 PM,8:00 PM,Reception - Cocktail,0,1290,1785.6,Waterside Cove Lounge,Rounds,,53,53,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal Dinner,4/1/2022,6:00 PM,9:00 PM,Reception - Light,0,1344,1816.56,Waterside Cove Lounge,Rounds of 10,,47,50,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Dinner Buffet,4/1/2022,6:30 PM,8:00 PM,Dinner Buffet,2233,0,2789.5,Waterside Cove Lounge,Existing,,47,50,Caitlin Bracewell
MLR Weddings 2021,After Party,8/14/2021,4:00 PM,8:00 PM,Reception - Full,0,1314,1642.5,Waterside Cove Lounge,Rounds,,42,50,Caitlin Bracewell
MLR Weddings 2021,Dinner Buffet,8/14/2021,4:30 PM,6:00 PM,Dinner Buffet,2058,0,2572.5,Waterside Cove Lounge,Existing,,42,50,Caitlin Bracewell
Rotary International District 5890,Hospitality,4/25/2024,8:00 PM,12:00 AM,Hospitality,0,0,0,Waterside Cove Lounge,Cocktail,50,,,
Rotary International District 5890,Hospitality,4/26/2024,8:00 PM,11:00 PM,Hospitality,0,0,0,Waterside Cove Lounge,Cocktail,50,,,
Rotary International District 5890,Hospitality,4/27/2024,8:00 PM,12:00 AM,Hospitality,0,0,0,Waterside Cove Lounge,Cocktail,50,,,
Rotary International District 5890,Brunch,4/28/2024,10:00 AM,12:00 PM,Brunch,0,0,0,Waterside Cove Lounge,Hollow Square,20,,,
MLR Social Events 2020-2021,Reception,9/25/2021,6:00 PM,8:00 PM,Reception - Light,1360,1200,3200,Waterside Cove Lounge,Flow,50,40,40,Desiree Tapping
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal Dinner,5/20/2022,6:00 PM,9:00 PM,Reception - Light,0,147,408.75,Waterside Cove Lounge,Rounds of 10,,28,32,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Dinner Buffet,5/20/2022,6:30 PM,8:00 PM,Dinner Buffet,1372,0,1715,Waterside Cove Lounge,Existing,,28,32,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal Dinner,2/11/2022,6:00 PM,9:00 PM,Reception - Cocktail,0,1811,2451.25,Waterside Cove Lounge,Rounds of 10,,32,40,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal Dinner,11/11/2022,4:00 PM,6:00 PM,Dinner Buffet,4700,3300,9967,Waterside Cove Lounge,Cocktail,,,80,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal Dinner,8/5/2022,6:00 PM,10:00 PM,Reception - Cocktail,0,2280,2977.2,Waterside Cove Lounge,Rounds of 10,,40,40,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2022,Dinner Plated,8/5/2022,6:45 PM,7:45 PM,Dinner Plated,1698,0,2122.5,Waterside Cove Lounge,Existing,,40,40,Caitlin Bracewell
MLR Wedding Room Block and Ancillary Events 2021,Post Wedding Brunch,10/18/2021,8:00 AM,11:00 AM,Breakfast Buffet,1350,0,1687.5,Waterside Cove Lounge,Rounds of 10,40,40,32,Caitlin Bracewell
Texas United Corp,Dinner Plated,2/23/2023,8:00 PM,10:00 PM,Dinner Plated,960,0,1200,Waterside Cove Lounge,Hollow Square,8,8,8,Theresa Mentzer
Texas United Corp,Reception - Cocktail,2/23/2023,7:00 PM,8:00 PM,Reception - Cocktail,0,80,150,Waterside Cove Lounge,Existing,8,8,8,Theresa Mentzer
MLR Wedding Room Block and Ancillary Events 2023,Rehearsal Dinner,3/8/2023,6:30 PM,9:30 PM,Reception - Full,2100,400,2500,Waterside Cove Lounge,Rounds of 10,,,40,Caitlin Bracewell
